existence_confidence,target,lemmed_tweets,stemmed_tweets
1.0,1,india need research shyam saran calcuttatube calcuttatube,india need research shyam saran calcuttatub calcuttatub
0.6296,2,plan reckless say malcolm turnbull stevenash,plan reckless say malcolm turnbul stevenash
0.6766,1,ethical analysis make contribution policy read review wire,ethic analysi make contribut polici read review wire
0.6727,2,australia pm lose ground election nears vancouver sun copenha,australia pm lose ground elect near vancouv sun copenha
1.0,1,thought marketing issue susty,thought market issu susti
0.7115,1,need precise information shyam saran dnaindiacom tnewsindia,need precis inform shyam saran dnaindiacom tnewsindia
1.0,2,james j mccarthy phd time president obama set record straight recent m,jame j mccarthi phd time presid obama set record straight recent m
0.6716,2,bbc poll libcon,bbc poll libcon
1.0,1,water core impact expert yahoo news climatenews,water core impact expert yahoo news climatenew
1.0,2,india need research shyam saran indiaheadlines,india need research shyam saran indiaheadlin
1.0,2,india need research shyam saran headlinesindia,india need research shyam saran headlinesindia
0.6812,1,help invasive plant destructive hindustan time indiaclimate,help invas plant destruct hindustan time indiaclim
0.6598,1,uk panel rope india fight indiaclimate,uk panel rope india fight indiaclim
0.6404,1,scientist develop crop endure manila bulletin manilabulletin,scientist develop crop endur manila bulletin manilabulletin
0.6874,1,indiavision news use religious leader awareness nobel laureate indiavisioncom,indiavis news use religi leader awar nobel laureat indiavisioncom
1.0,2,plan reckless say malcolm turnbull newheadline,plan reckless say malcolm turnbul newheadlin
0.6602,1,rudd versus abbott whats difference crikey necomovement,rudd versu abbott what differ crikey necomov
1.0,1,minister coal step action,minist coal step action
0.632,1,great collapse globeandmail hot mess climategate,great collaps globeandmail hot mess climateg
0.6532,1,spaceage disco ball combat frommoneyorg,spaceag disco ball combat frommoneyorg
0.6328,1,emission trading fail combat humanitarian news newsongreen,emiss trade fail combat humanitarian news newsongreen
0.6602,2,hoptoad hcr cap tax stimulus cash clunker prosecute terrorist just,hoptoad hcr cap tax stimulu cash clunker prosecut terrorist just
1.0,1,empower movement instead curse dark huffington post humanitynews,empow movement instead curs dark huffington post humanitynew
0.6572,2,note politics exhaustion vermontaigne,note polit exhaust vermontaign
1.0,1,carbonbased western australia drought proof study abroad education link myedulinks,carbonbas western australia drought proof studi abroad educ link myedulink
0.6921,1,effort underway suspend california globalwarming law greenhouse gas emission o,effort underway suspend california globalwarm law greenhous ga emiss o
0.6215,0,greenhouse gas emission effort underway suspend california globalwarming law,greenhous ga emiss effort underway suspend california globalwarm law
1.0,0,yid lid ipccs late blunderto boldly stupidity go hog,yid lid ipcc latest blunderto boldli stupid gone hog
0.6655,1,wa drought proof west australian thewestcomau,wa drought proof west australian thewestcomau
0.5985,0,rightnowlady defendglenn scam scam scam eu parliament member rip hysteria tcot hhrs,rightnowladi defendglenn scam scam scam eu parliament member rip hysteria tcot hhr
1.0,1,hit rice production report university th annual conference cite study,hit rice product report univers th annual confer cite studi
0.6359,0,al gore st invention internet leave nature disgrace tcot,al gore st invent internet leav natur disgrac tcot
1.0,1,glacier response complex impact newsongreen,glacier respons complex impact newsongreen
0.7278,1,conservationist colo see effect denver post denverpost,conservationist colo see effect denver post denverpost
0.6725,0,great swindle,great swindl
0.67,1,aid news water core impactsun expert aidnews,aid news water core impactsun expert aidnew
1.0,1,wa drought proof aap humanitarian news newsongreen,wa drought proof aap humanitarian news newsongreen
0.6894,0,public loses faith science leak email scandal environment guardian buyeco,public lose faith scienc leak email scandal environ guardian buyeco
0.3776,2,raj pachauris fall grace india form new body longer trust thedailybail,raj pachauri fall grace india form new bodi longer trust thedailybail
1.0,1,reduction proposal developed world copenhagen • ác,reduct propos develop world copenhagen • ác
0.6835,0,report error mtjudd,report error mtjudd
0.3488,2,manmade skeptic alaska rock skeptic,manmad skeptic alaska rock skeptic
1.0,1,water core impactsun expert reuters reconsider,water core impactsun expert reuter reconsid
1.0,1,water core impact expert reuters humanitarian news newsongreen,water core impact expert reuter humanitarian news newsongreen
0.6736,1,water core impact expert humanitarian news newsongreen,water core impact expert humanitarian news newsongreen
1.0,1,pollution suspect rusty blackbird plummet number dallas morning ne swampschool,pollut suspect rusti blackbird plummet number dalla morn ne swampschool
1.0,1,alternative energy resource prevent affect increase impact planet negatively,altern energi resourc prevent affect increas impact planet neg
0.6295,1,collaborative coverage mother jones news organization try,collabor coverag mother jone news organ tri
1.0,1,prevent increase planet temperature affect planet,prevent increas planet temperatur affect planet
1.0,1,totally mess weather pattern world cause violent weather storm worldwide hurtful,total mess weather pattern world caus violent weather storm worldwid hurt
1.0,1,massive rainstorm lot terrible weather affect planet soon,massiv rainstorm lot terribl weather affect planet soon
0.6501,2,great collapse copenhagen greenconscience great c,great collaps copenhagen greenconsci great c
1.0,2,americanthinker science fair test,americanthink scienc fair test
0.6359,2,new error ipcc report theopolitico,new error ipcc report theopolitico
1.0,0,sheeple philly finally understand brainwashing tcot naaahhhaaaa gop,sheepl philli final understand brainwash tcot naaahhhaaaa gop
1.0,1,glacier response complex impact humanitarian news humanitynews,glacier respons complex impact humanitarian news humanitynew
0.6577,2,india seek clarity equity flow calcuttatube calcuttatube,india seek clariti equiti flow calcuttatub calcuttatub
0.6708,1,olympics organiser desperate newsongreen,olymp organis desper newsongreen
0.7185,0,drudgereport rfk jr month ago mean snow cold dc tcot hog,drudgereport rfk jr month ago mean snow cold dc tcot hog
1.0,1,jk governor warns danger dnaindiacom asim asim,jk governor warn danger dnaindiacom asim asim
1.0,1,india seek clarity equity flow headlinesindia,india seek clariti equiti flow headlinesindia
0.7637,1,olympics organiser desperate newsongreen,olymp organis desper newsongreen
0.695,1,olympics organiser desperate humanitarian news newsongreen,olymp organis desper humanitarian news newsongreen
1.0,1,stop small way o stop,stop small way o stop
1.0,1,baby step stop small way,babi step stop small way
1.0,2,obama id hire gore p,obama id hire gore p
0.6499,1,censor news cochabama people world conference mother earth right raysfreedomhash,censor news cochabama peopl world confer mother earth right raysfreedomhash
0.6437,1,qorianka link world people conference right mother earth wpccc,qorianka link world peopl confer right mother earth wpccc
0.5286,0,great collapse tcot climatechange,great collaps tcot climatechang
1.0,2,olympic organiser desperate humanitarian news newsongreen,olymp organis desper humanitarian news newsongreen
0.7015,1,hope obama rest dnc idiot gather dc today enjoy blizzard wonder discuss,hope obama rest dnc idiot gather dc today enjoy blizzard wonder discuss
1.0,1,despite sceptic remain priority editorial comment free earthnews,despit sceptic remain prioriti editori comment free earthnew
0.6128,2,thinktanks oil money use fund denier environment terriferic,thinktank oil money use fund denier environ terrifer
0.6459,0,scientist consider suicide mail online mailonline,scientist consid suicid mail onlin mailonlin
1.0,2,research bungle telegraph telegraphnews,research bungl telegraph telegraphnew
0.6347,1,china announces pledge curb carbon emission ecoactions,china announc pledg curb carbon emiss ecoact
0.6227,0,new error ipcc report telegraph stopthetakeover,new error ipcc report telegraph stopthetakeov
1.0,0,snow washington area hows work mr al gore,snow washington area how work mr al gore
1.0,1,impact vulnerability eastern himalaya indigenous people issue raysfreedomhash,impact vulner eastern himalaya indigen peopl issu raysfreedomhash
0.6519,1,pretty cool picture west wing white house tonight dang,pretti cool pictur west wing white hous tonight dang
0.6476,2,twitlonger infowarsstories phony agenda use australia force expen ihatematt,twitlong infowarsstori phoni agenda use australia forc expen ihatematt
1.0,0,phony agenda use australia force expensive home inspection sminfowars,phoni agenda use australia forc expens home inspect sminfowar
1.0,0,lawmaker just ruse control population sminfowars,lawmak just ruse control popul sminfowar
0.6572,2,scepticism rise uk world time india toiworldnews,sceptic rise uk world time india toiworldnew
1.0,2,crock st,crock st
1.0,1,hiding decline maple syrup diggsciences,hide declin mapl syrup diggscienc
1.0,2,pm stand copenhagen snub secretariat india time india newsquicki,pm stand copenhagen snub secretariat india time india newsquicki
0.6354,1,african youth initiative african youth initiative benkamorvan,african youth initi african youth initi benkamorvan
1.0,1,qorianka excite cochabamba world ppls conference right mother earth,qorianka excit cochabamba world ppl confer right mother earth
0.6894,0,think progress utah state representative claim conspiracy aim popula washdcnews,think progress utah state repres claim conspiraci aim popula washdcnew
0.6716,1,compliment green toolshed blog archive nasa alarmist,compliment green toolsh blog archiv nasa alarmist
0.6949,2,consensus need accord mexico tinewsalert,consensu need accord mexico tinewsalert
0.6788,1,rajendra pachauri head panel clock half million mile air travel vectorbreak,rajendra pachauri head panel clock half million mile air travel vectorbreak
0.6663,2,fuelless batteryless auto engine displayed unclimate egilacbr,fuelless batteryless auto engin display unclim egilacbr
0.6794,2,tmclimate interactive scorecard copenhagen accord teach law policy wilburns,tmclimat interact scorecard copenhagen accord teach law polici wilburn
0.6364,2,interactive scorecard copenhagen accord teach law policy wilburns,interact scorecard copenhagen accord teach law polici wilburn
0.6403,1,cyberspace permaculturetv free video cooperative permaculturetv,cyberspac permaculturetv free video cooper permaculturetv
0.7073,0,vrwctexan great collapse globeandmail,vrwctexan great collaps globeandmail
0.6842,1,qorianka cochabamba world people conference right mother earth,qorianka cochabamba world peopl confer right mother earth
0.6532,2,indiavision news consensus need accord mexico indiavisioncom,indiavis news consensu need accord mexico indiavisioncom
0.6809,2,consensus need accord mexico indiaheadlines,consensu need accord mexico indiaheadlin
1.0,0,centreright al gore follower lose debate timmontgomerie,centreright al gore follow lose debat timmontgomeri
1.0,2,consensus need accord mexico headlinesindia,consensu need accord mexico headlinesindia
0.6397,0,denialists division need jim richardson jimrhiz,denialist divis need jim richardson jimrhiz
1.0,0,fredthompson dhs cite security threat um worry temp planet temp terrorist undies tcot,fredthompson dh cite secur threat um worri temp planet temp terrorist undi tcot
0.6359,1,digg hiding decline maple syrup,digg hide declin mapl syrup
1.0,0,joelcomm great globalwarming collapse good reality ltlt settle science,joelcomm great globalwarm collaps good realiti ltlt settl scienc
1.0,0,fredthompson dhs cite security threat um worry temp planet temp terrorist undies,fredthompson dh cite secur threat um worri temp planet temp terrorist undi
1.0,2,rajendra pachauri head panel clock half million mile air travel t csringo,rajendra pachauri head panel clock half million mile air travel t csringo
1.0,1,pdigaudio kill,pdigaudio kill
0.8012,1,wont melt ignorance stake,wont melt ignor stake
0.6861,1,wont melt ignorance stake,wont melt ignor stake
0.6842,2,pm stand copenhagen snub secretariat,pm stand copenhagen snub secretariat
1.0,2,new faith simon hoggarts week guardian guardian earthnews,new faith simon hoggart week guardian guardian earthnew
0.6804,0,youtube sceptic australia lord christopher monckton alterxmedia,youtub sceptic australia lord christoph monckton alterxmedia
1.0,2,detective question scientist email leak federal jack federaljack,detect question scientist email leak feder jack federaljack
0.6809999999999999,1,mkhammer surprising conference wash dc week usually talk god answer tcot,mkhammer surpris confer wash dc week usual talk god answer tcot
0.6372,2,sea turtle restoration projectleatherback international hit list geographile,sea turtl restor projectleatherback intern hit list geographil
1.0,2,living outside dialectic panel base claim moon ljy,live outsid dialect panel base claim moon lji
1.0,1,rhonyk qorianka thx u sisterfor yr partcipation world people summit indigenous earthrights,rhonyk qorianka thx u sisterfor yr partcip world peopl summit indigen earthright
0.6624,2,guerrilla matt ridley thespectator justwrong climategate glaciergate tcot ipcc,guerrilla matt ridley thespect justwrong climateg glacierg tcot ipcc
0.6996,0,edmorrissey suddenly british lot skeptical tcot,edmorrissey suddenli british lot skeptic tcot
0.7059,2,omniclimate unbearable nakedness afashionfan,omniclim unbear naked afashionfan
0.6216,2,youtube lord monckton melbourne highlight clip walterray,youtub lord monckton melbourn highlight clip walterray
0.6963,1,belief drain away number doubter rise month lanelaura,belief drain away number doubter rise month lanelaura
0.6976,2,warn microwave thats sure maybe sharethis,warn microwav that sure mayb sharethi
0.6667,1,new facility expect clarify ecosystem response xjournals xjournals,new facil expect clarifi ecosystem respons xjournal xjournal
0.6983,0,billion waste chase phantom menace heliogenic foxnewsmom,billion wast chase phantom menac heliogen foxnewsmom
0.7183,2,fed wont protect pika unearthed earthjustice blog earthjustice,fed wont protect pika unearth earthjustic blog earthjustic
0.6681,2,scepticism rise skip end globalchanges,sceptic rise skip end globalchang
0.6352,2,qorianka actress qorianka kilcher act,qorianka actress qorianka kilcher act
1.0,1,perkins coie news publication update detaildoes affect busin perkinscoiellp,perkin coie news public updat detaildo affect busin perkinscoiellp
1.0,2,international law firm fulbright jaworski postcopenhagen fulbright,intern law firm fulbright jaworski postcopenhagen fulbright
0.6664,2,focus homeland security foundry conservative policy news scullifer,focu homeland secur foundri conserv polici news scullif
0.6607,1,video know human change clear present danger dotorg,video know human chang clear present danger dotorg
1.0,1,dramatic impact hydropower technology solution home smart itsforhome,dramat impact hydropow technolog solut home smart itsforhom
0.6268,1,implication incorporate airquality cobenefits policymaking drgrist,implic incorpor airqual cobenefit policymak drgrist
0.6657,1,hiding decline maple syrup nature news naturenews,hide declin mapl syrup natur news naturenew
0.7077,2,accenture conference accenture,accentur confer accentur
0.6186,0,predict year unemployment people jail democrat teaparty,predict year unemploy peopl jail democrat teaparti
1.0,2,p,p
0.6531,2,globalwarming,globalwarm
0.6749,0,oh snow dc area look virginia hug tree buy toyota prius,oh snow dc area look virginia hug tree buy toyota priu
1.0,0,omg al gore forgot tell mother nature blizzard occur,omg al gore forgot tell mother natur blizzard occur
1.0,1,p study say arctic ice melt cost economy trillion,p studi say arctic ice melt cost economi trillion
0.6784,2,mikelowthorp juliachicken new phrase month,mikelowthorp juliachicken new phrase month
0.6727,1,solution warning,solut warn
0.4577,1,juliachicken new phrase month,juliachicken new phrase month
0.4908,0,save today snow storm dc isnt wonderful thing tcot rnc,save today snow storm dc isnt wonder thing tcot rnc
1.0,2,sec clinton admit funding additional say congress skip,sec clinton admit fund addit said congress skip
1.0,2,qorianka boliviaun watch pocahontas star interviewed conference bolivia cmpcc,qorianka boliviaun watch pocahonta star interview confer bolivia cmpcc
0.6578,1,hiding decline maple syrup nature news naturenews,hide declin mapl syrup natur news naturenew
0.7043,2,new bookmark study,new bookmark studi
0.4628,1,oddruneh climategate r call uk just saw onlinelol didnt coin term weather,oddruneh climateg r call uk just saw onlinelol didnt coin term weather
0.677,1,rmets meeting new perspective th feb,rmet meet new perspect th feb
0.6539,1,india form new body rely ipccso telegraphnews justwrong,india form new bodi reli ipccso telegraphnew justwrong
1.0,1,energycollectiv brokenhagen business postcopenhagen era,energycollectiv brokenhagen busi postcopenhagen era
0.6663,2,explore relationship message behaviour reader wire,explor relationship messag behaviour reader wire
1.0,1,astronaught post beautiful pic maldives space island set sink impact,astronaught post beauti pic maldiv space island set sink impact
0.8433,1,o block epa authority curb pollution,o block epa author curb pollut
0.6972,1,just entertain really treehugger moneyflower,just entertain realli treehugg moneyflow
1.0,2,believe al gore democratic idea influence al gore o,believ al gore democrat idea influenc al gore o
0.6984,2,just entertain really humanitarian news newsongreen,just entertain realli humanitarian news newsongreen
0.6407,1,deny new info abstinence different deny bloody week c,deni new info abstin differ deni bloodi week c
0.6494,1,head ipcc insists science remains valid telegraph telegraphworld,head ipcc insist scienc remain valid telegraph telegraphworld
1.0,1,do mean arab country arab environment watch batirw,doe mean arab countri arab environ watch batirw
0.5094,0,environmental issue swedense swedensustblog,environment issu swedens swedensustblog
1.0,2,india pull body form tcot climatechange,india pull bodi form tcot climatechang
1.0,1,family help stop stop,famili help stop stop
1.0,1,stop family help stop o,stop famili help stop o
0.6462,1,mistake report fuel skepticism scientist say small error reality warmin,mistak report fuel skeptic scientist say small error realiti warmin
0.6912,2,video fuel skeptic un chief admit scientist mistake major study,video fuel skeptic un chief admit scientist mistak major studi
0.6927,2,india panel jairam ramesh hindustan time indiaclimate,india panel jairam ramesh hindustan time indiaclim
0.7067,2,bdgrlaw mol,bdgrlaw mol
1.0,0,logical analysis p niche model disprove ii,logic analysi p nich model disprov ii
1.0,1,yes stop,ye stop
0.6607,1,telegraphnews india form new body india say rely ipcc panel,telegraphnew india form new bodi india say reli ipcc panel
1.0,2,india form new body telegraph mijadedios,india form new bodi telegraph mijadedio
1.0,0,want play golf tomorrow think wont let remains cold houston tcot right rightblogs teaparty,want play golf tomorrow think wont let remain cold houston tcot right rightblog teaparti
1.0,1,geoengineering potential solution susty,geoengin potenti solut susti
0.6814,2,california law take potential whack,california law take potenti whack
1.0,1,high cost distribute benefit,high cost distribut benefit
1.0,1,save endanger specie economy,save endang speci economi
0.65,1,dc blizzard consequence,dc blizzard consequ
1.0,1,predict future year old sediment angelwardriver,predict futur year old sediment angelwardriv
0.6595,1,body blast greenpeace washington examiner examinerpolitic,bodi blast greenpeac washington examin examinerpolit
0.6829999999999999,0,scientific consensus cloudy foundry conservative policy news scullifer,scientif consensu cloudi foundri conserv polici news scullif
0.6996,0,eu referendum british council spends • £ million propaganda afashionfan,eu referendum british council spend • £ million propaganda afashionfan
0.6729999999999999,0,alternative video,altern video
1.0,0,diigo climatechange fanatic corrupt science michael barone rcp,diigo climatechang fanat corrupt scienc michael baron rcp
0.6709999999999999,2,india panel jairam ramesh india time india newsin,india panel jairam ramesh india time india newsin
1.0,1,o propose solution grow large number tree solution,o propos solut grow larg number tree solut
0.6627,2,nasa extends cassinis flybys saturn focus season newheadline,nasa extend cassini flybi saturn focu season newheadlin
0.6578,2,india panel jairam ramesh hindustan time httweets,india panel jairam ramesh hindustan time httweet
1.0,0,diigo realclearpolitics climatechange fanatic corrupt science tag ecomental post loseaneye,diigo realclearpolit climatechang fanat corrupt scienc tag ecoment post loseaney
1.0,1,profession lead way accountancy age ifrsadvantage,profess lead way account age ifrsadvantag
0.6443,1,canada wolverine population decline result ebelgreen,canada wolverin popul declin result ebelgreen
1.0,1,fossile debunk denier page,fossil debunk denier page
0.3524,2,beta labor connect libs policy do address labor connect politicalfiend,beta labor connect lib polici doe address labor connect politicalfiend
1.0,1,democracynow actress qorianka kilcher activism public figure celebrity responsibility help,democracynow actress qorianka kilcher activ public figur celebr respons help
0.6573,1,benefit humanitarian news newsongreen,benefit humanitarian news newsongreen
0.6774,2,politics magazine progress progressonline,polit magazin progress progressonlin
0.6666,2,india panel jairam ramesh headlinesindia,india panel jairam ramesh headlinesindia
0.6675,2,medium tricked balance libcon,media trick balanc libcon
0.6786,1,energy absorption innovation hand cosmos magazine,energi absorpt innov hand cosmo magazin
0.6872,1,shape approach davos denmark humanitarian news newsongreen,shape approach davo denmark humanitarian news newsongreen
0.6667,2,india asks g stay united talk international businessnewsthe econ etintlbusiness,india ask g stay unit talk intern businessnewsth econ etintlbusi
1.0,1,tmclimate amazon rainforest mongabay,tmclimat amazon rainforest mongabay
0.6642,1,amazon rainforest mongabay,amazon rainforest mongabay
0.6596,1,youtube defense department fund,youtub defens depart fund
1.0,1,o know way help stop,o know way help stop
1.0,1,forest grow faster ecologist discover appear drive accelerate growth,forest grow faster ecologist discov appear drive acceler growth
1.0,1,hill devotes article baseless attack gore bashing,hill devot articl baseless attack gore bash
0.6738,2,washdcnews sarah palin call study snake oil science,washdcnew sarah palin call studi snake oil scienc
0.5326,0,hill devotes article baseless attack gore bashing p noisemachine,hill devot articl baseless attack gore bash p noisemachin
0.6678,0,sarah palin call study snake oil science,sarah palin call studi snake oil scienc
0.6842,1,good item hill ben geman argument dc snow,good item hill ben geman argument dc snow
0.5872,1,do snow mean warming juliet eilperin snow people wonder,doe snow mean warm juliet eilperin snow peopl wonder
0.6505,2,iceland volcano impact urbanism,iceland volcano impact urban
1.0,1,add patrick parenteau vermont law school feb webinar disclose business impact,ad patrick parenteau vermont law school feb webinar disclos busi impact
1.0,1,flashback lead lack snow,flashback lead lack snow
0.6934,1,heritage new foundry post dc blizzard proof snomas snoverit snomg snotorious,heritag new foundri post dc blizzard proof snoma snoverit snomg snotori
0.6568,1,acarvin borowitzreport fun game time say push snowdrift run away,acarvin borowitzreport fun game time say push snowdrift run away
1.0,1,interest heritage dc blizzard proof,interest heritag dc blizzard proof
0.4863,1,dc blizzard proof foundry foundry promotes conservative policy,dc blizzard proof foundri foundri promot conserv polici
1.0,1,adam thats sort point people act like winter storm midatlantic disproves doesnt,adam that sort point peopl act like winter storm midatlant disprov doesnt
0.664,1,treehugger worth remind people al gore •,treehugg worth remind peopl al gore •
0.6674,0,audreyjones get cold get hot miss,audreyjon get cold get hot miss
0.6535,0,heritage new foundry post dc blizzard proof,heritag new foundri post dc blizzard proof
0.6739,2,democracynow amy goodman dem head bolivia world people conference tune wpccc cochabamba,democracynow ami goodman dem head bolivia world peopl confer tune wpccc cochabamba
0.6546,0,radishthegreat uh sun rise east ugh make sky blue uh make sacrifice great god,radishthegreat uh sun rise east ugh make sky blue uh make sacrific great god
0.8241,1,post carbon do snow mean snowverkill snowpocalypse,post carbon doe snow mean snowverkil snowpocalyps
0.6756,2,flashback dems blame lack snow tcot edmorrissey,flashback dem blame lack snow tcot edmorrissey
0.6882,1,oakridgelabnews survival fit awesome evidence good,oakridgelabnew surviv fittest awesom evid good
0.6515,1,think contact senate complain cancel hearing piss,think contact senat complain cancel hear piss
0.6768,0,discogryphon year snow im sure involve know,discogryphon year snow im sure involv know
0.6729,1,heritage dc blizzard proof knew come eventually come br,heritag dc blizzard proof knew come eventu came br
0.7357,1,new foundry post dc blizzard proof,new foundri post dc blizzard proof
1.0,1,time dc snowstorm make blizzard bad time green smh,time dc snowstorm make blizzard wors time green smh
0.6786,0,physicist destroys time mag cause snowstorm story great catch brrr redostoneage tcot tpn,physicist destroy time mag caus snowstorm stori great catch brrr redostoneag tcot tpn
1.0,1,actress qorianka kilcher activism public figure celebrity responsibility help,actress qorianka kilcher activ public figur celebr respons help
0.6894,1,glennbeck try make b point snowglobal,glennbeck tri make bs point snowglob
0.6749,1,mac theory predict winter away p,mac theori predict winter away p
0.7058,1,seei snowstorm e coast blizzard tie time,seei snowstorm e coast blizzard tie time
1.0,1,mac theory long predict increase ocean temp lead sever storm,mac theori long predict increas ocean temp lead sever storm
0.6445,0,chicken little sky fall thats just fall dc brrr greggutfeld redeye andylevy billschulz,chicken littl sky fall that just fall dc brrr greggutfeld redey andylevi billschulz
0.6782,1,fight business model cool green science conservation blog nature conservancy,fight busi model cool green scienc conserv blog natur conserv
1.0,0,man wish thing snowpocalypse snowmaggedon,man wish thing snowpocalyps snowmaggedon
0.6743,2,tracytran east coast snowfall blame,tracytran east coast snowfal blame
0.6940000000000001,0,help dc dig snow mean weve get pepperscottie al gore see,help dc dig snow mean weve got pepperscotti al gore seen
1.0,1,wwfus denial crock week cold there,wwfu denial crock week cold there
0.7308,2,check bolivia summit stream second life,check bolivia summit stream second life
1.0,1,fox news al gore book snow straight news show,fox news al gore book snow straight news show
0.7044,1,denial crock week cold there washington wwfus wwf,denial crock week cold there washington wwfu wwf
1.0,1,denial crock week cold there wwfus wwf,denial crock week cold there wwfu wwf
0.6916,2,east coast snowfall blame,east coast snowfal blame
0.6814,0,wait dr keyes stan stansolomon dc snow obama activist tpn,wait dr key stan stansolomon dc snow obama activist tpn
0.5209,0,min vid dc snow obama activist tcot teaparty sgp gop glennbeck,min vid dc snow obama activist tcot teaparti sgp gop glennbeck
1.0,0,fox make stuff senate hearing cancel weather aint weather lemme tell u,fox make stuff senat hear cancel weather aint weather lemm tell u
0.519,0,timeswatchorg editorial page harp grave threat accuses gop fearmongering ter,timeswatchorg editori page harp grave threat accus gop fearmong ter
1.0,1,new heavy snow event contradiction theory,new heavi snow event contradict theori
0.6834,2,new federal agency announce huffpost,new feder agenc announc huffpost
0.6944,2,wwwfoecouk tackle achieve bold strategy yeah let cut sun,wwwfoecouk tackl achiev bold strategi yeah let cut sun
1.0,1,official snowiest winter record dc hey probably fake right,offici snowiest winter record dc hey probabl fake right
1.0,1,snowstorm e coast blizzard tie time,snowstorm e coast blizzard tie time
0.6736,1,people say huge snow storm mean isnt real need look seriously idiot,peopl say huge snow storm mean isnt real need look serious idiot
0.669,1,uscan dc snowstorm make blizzard bad time snowmageddon,uscan dc snowstorm make blizzard wors time snowmageddon
1.0,0,mmorg yd snowiest winter dc broke year old record,mmorg yd snowiest winter dc broke year old record
0.6765,2,short vid snowmageddon dc snow obama activist opendc,short vid snowmageddon dc snow obama activist opendc
1.0,1,article researcher sound alarmist bc theyre alarmed globe mail,articl research sound alarmist bc theyr alarm globe mail
1.0,0,thanks rosannemf snowstorm e coast blizzard tie time emmzee,thank rosannemf snowstorm e coast blizzard tie time emmze
1.0,1,gemswinc milieunet dc snowstorm make blizzard bad yahoo news,gemswinc milieunet dc snowstorm make blizzard wors yahoo news
0.6971,2,obamas defense strategy include fb,obama defens strategi includ fb
1.0,2,minister coal step action,minist coal step action
0.6822,0,keder glynnu senate hearing cancel weather yes laugh loud tcot,keder glynnu senat hear cancel weather ye laugh loud tcot
1.0,1,contessabrewer newsbusters thats say say snowstorm dont refute,contessabrew newsbust that said said snowstorm dont refut
0.4785,1,short vid snowmageddon dc snow obama activist tcot teaparty senjohnmccain,short vid snowmageddon dc snow obama activist tcot teaparti senjohnmccain
0.6621,2,east coast snowfall blame,east coast snowfal blame
0.7162,0,activist snowmageddon result warmingmoisture ask snow king syracuse ny snow reply uh tcot gop,activist snowmageddon result warmingmoistur ask snow king syracus ny snow repli uh tcot gop
0.6809999999999999,0,glynnu senate hearing cancel weather yes laugh loud tcot,glynnu senat hear cancel weather ye laugh loud tcot
0.6445,1,linkspolitik stopbeck tcot snow winter disproves do hot day summer prove p,linkspolitik stopbeck tcot snow winter disprov doe hot day summer prove p
0.6486,0,short vid snowmageddon dc snow obama activist tcot teaparty majoratwh,short vid snowmageddon dc snow obama activist tcot teaparti majoratwh
0.6449,0,hippojuicefilm im vent refrigerant ac unit increase greenhouse gas,hippojuicefilm im vent refriger ac unit increas greenhous gass
0.6829,2,minister coal step action,minist coal step action
0.6803,2,new senate offer hope legislation address,new senat offer hope legisl address
0.6391,0,think understand cause snow try sell people call yea good luck,think understand caus snow tri sell peopl call yea good luck
1.0,0,theaarondouglas dont forget year ago people claim lack snow dc fix message,theaarondougla dont forget year ago peopl claim lack snow dc fix messag
1.0,1,great thing,great thing
0.3442,1,short vid dc snow obama seanhannity glennbeck specialreport climatechange,short vid dc snow obama seanhann glennbeck specialreport climatechang
0.6534,0,short vid snowmageddon dc snow obama activist tcot teaparty foxnews,short vid snowmageddon dc snow obama activist tcot teaparti foxnew
1.0,1,larry ty make clear big storm like package prob just el nino yr,larri ty make clear big storm like packag prob just el nino yr
0.6321,0,knock year old tree capandtrade andylevy greggutfeld redeye msnbc fox,knock year old tree capandtrad andylevi greggutfeld redey msnbc fox
0.6703,1,knock yr old tree dc tcot tlot gopwhip specialreport gretawire senate,knock yr old tree dc tcot tlot gopwhip specialreport gretawir senat
0.6645,1,knock year old tree seanhannity tcot teaparty sgp glennbeck foxnews,knock year old tree seanhann tcot teaparti sgp glennbeck foxnew
0.627,1,voice civil society loud clear cochabamba santiago apr tierram • rica success,voic civil societi loud clear cochabamba santiago apr tierram • rica success
0.6471,2,hot air video msnbcs brewer claim heavy snowfall prof credit msnbcs meteorologist,hot air video msnbc brewer claim heavi snowfal prove credit msnbc meteorologist
1.0,1,gounian thanks agree sad unwilling accept truth,gounian thank agre sad unwil accept truth
0.6803,1,spcghst msnbcs contessabrewer pretty sure dc snowstorm cause tcot,spcghst msnbc contessabrew pretti sure dc snowstorm caus tcot
0.6970000000000001,0,wish couldve bet money today politico have cold there story page,wish couldv bet money today politico have cold there stori page
0.6684,1,r u work reduce ur carbon footprintwed love hear udemand action signing wwwearthhourorg,r u work reduc ur carbon footprintw love hear udemand action sign wwwearthhourorg
0.6694,1,zrecsmom thats call turn jazz,zrecsmom that call turn jazz
0.6681,2,newsglobal deal impossible,newsglob deal imposs
1.0,1,damn warmingmelting ice cap turn dc tundra winter dont mess summerplease,damn warmingmelt ice cap turn dc tundra winter dont mess summerpleas
0.6645,1,scientist seek well report howardweaver make blizzard bad,scientist seek better report howardweav make blizzard wors
1.0,1,diggsciences dc snowstorm make blizzard bad,diggscienc dc snowstorm make blizzard wors
0.684,2,bolivia host people event afp,bolivia host peopl event afp
